,l0,l1,l2,alpha
0,7.516606851694363e-05,0.021130653401482853,0.03315214970108346,0.28871909750835817
1,0.0002114070209891343,0.025034046138940336,0.07797884900535157,0.3044165264655507
2,0.0004907766242746164,0.02669642662985509,0.08134522906686688,0.33157382368485894
3,0.000679096886965741,0.031290016253990194,0.10462158742479344,0.3383664483191743
4,0.0007302400957448218,0.04062282409691787,0.1159860318213343,0.33903807772865885
5,0.0007558776506122467,0.045078584162355564,0.1479692950461896,0.34350638707475906
6,0.0009984179619034195,0.05264369423085967,0.15060461534416197,0.35855048702523973
7,0.00105177529537296,0.05393066253569789,0.15351591123918862,0.3672272056797346
8,0.0013790788260133885,0.06091782754422759,0.15859146112902583,0.36741857525632493
9,0.0018958015982591808,0.06261242532684014,0.1608279930491024,0.36954895919810504
10,0.0018979965653589115,0.06452941902311606,0.16223103290208807,0.37039715558417713
11,0.0022416439177070924,0.0660413889639421,0.18626160969171746,0.37193089952397296
12,0.0026085898802066243,0.07176607421247339,0.1901117977894854,0.3723349463865973
13,0.002670565810737102,0.07219019596341197,0.2058218625645777,0.3740265686157902
14,0.002745239945258826,0.07457339617212988,0.2094233100419446,0.37461174329686264
15,0.0031300791272363187,0.07523558319716744,0.22684791056425846,0.3771904257116715
16,0.003156078553384137,0.07847848903996164,0.2316069690694357,0.3812152857602976
17,0.0032796861373200203,0.08015195141639431,0.2316907755829431,0.38169755808318273
18,0.003403867135649108,0.08303309539280163,0.2355786276400662,0.38300817218302663
19,0.0039081757205181415,0.08520069850099224,0.23771536220913922,0.386219351625721
20,0.003941200678795581,0.08728673975914147,0.24436264117519957,0.38662896906276517
21,0.004148685436498323,0.08780333407016186,0.24485701363762347,0.3884557435045095
22,0.00436956725705874,0.09386640448909632,0.24683862800948053,0.3931634966234843
23,0.004490046118300492,0.09583646710870657,0.2590774727019798,0.3945460786227135
24,0.004515454949910652,0.096383818589238,0.2637908174190957,0.39876543778329065
25,0.004731741074707409,0.09960708633335957,0.26418273511797796,0.3987773530774824
26,0.004863592857954329,0.10165519330839912,0.267946795309203,0.400046083170579
27,0.004960273965631645,0.1022114981552828,0.27320551869840326,0.403041029823789
28,0.004982500514932142,0.10590925393718213,0.27800229479515826,0.40348673556571213
29,0.005303175622954792,0.10618212979364537,0.2885840875874295,0.4047029146666994
30,0.006300853466890244,0.10620466301899958,0.2914538778914703,0.4056070055704934
31,0.006409913744989559,0.10990195704842114,0.30947272129793474,0.4060913465280548
32,0.006942646060795532,0.11396364566783844,0.31164578008729016,0.4070410835099014
33,0.007307158301150892,0.11665362112640251,0.31404717450018416,0.40706418076952533
34,0.007676909714965069,0.11695279710635126,0.32128224105832515,0.4078258483227045
35,0.009351107029525574,0.11822578199675753,0.32202071998240944,0.4090341835534113
36,0.009375168969726289,0.11894714738217013,0.3527946584923696,0.4105410542829165
37,0.009994699932013115,0.11930553578075948,0.36131787955185024,0.41280728486694585
38,0.010437562436543507,0.1224773444676247,0.3640978379511651,0.4133216230459497
39,0.010630175829595627,0.1241501393305231,0.36887053851358276,0.41359261718416285
40,0.012041360795801006,0.12706303323193474,0.37102356959558896,0.41363222609336087
41,0.012701998801795462,0.12775129675308142,0.3783569518321789,0.41451347657363463
42,0.012794445411452554,0.13045858098031263,0.3837972503913294,0.41457496024817436
43,0.013374353590299912,0.13132467369452022,0.39913576852366783,0.41663932342595217
44,0.01391438635716924,0.13327655990353382,0.3993184643103017,0.4172962109909786
45,0.014546128946662023,0.13523339226878428,0.3994277278002988,0.41804142552825124
46,0.014558269486693032,0.1378043283534129,0.40211830169780327,0.41969447523042835
47,0.014790969228106299,0.13815048015598297,0.41222485878304316,0.4206294125000597
48,0.015244692840442386,0.14003870234035645,0.4201587551287322,0.4227682576027576
49,0.016557993670440745,0.14218032307253936,0.4226847635685159,0.4230174510791759
50,0.016659370380308902,0.14236084421728662,0.43348142693033065,0.42358223650304083
51,0.017225329715131327,0.14994484333529126,0.44227262689928426,0.4236989982765567
52,0.017282038063528793,0.15546461218295848,0.4472343986627769,0.42463624824002527
53,0.01742891479406128,0.15749512693162399,0.4601740180378191,0.42467698349750466
54,0.018620968384387662,0.15828731726061218,0.4609039098253981,0.42484963638655104
55,0.019306897701926437,0.15923687773631817,0.470615409010349,0.4248997408360907
56,0.019481574907084,0.16239719540795233,0.4798253903642703,0.42593494900707174
57,0.01976194749576981,0.1630424396325908,0.4800089002545138,0.4260331619596476
58,0.020806218437287485,0.16306365475430384,0.48313383936316256,0.4271482373123471
59,0.021682671959967828,0.163120237055104,0.48960551959889165,0.4271673130217822
60,0.022342125661097556,0.16655005962221495,0.503702307287946,0.42845687427466617
61,0.022580515091838116,0.16938369762126745,0.5069060807426204,0.42871154510997483
62,0.022775775880101393,0.17016449038730186,0.5082854596335756,0.4287218170072935
63,0.022817336065114713,0.17606477777144822,0.5116930351279144,0.4311816393991648
64,0.022896523652387687,0.17833728316254768,0.5184504125819688,0.43220766629609575
65,0.023397745056465115,0.1800360301711132,0.5257631962412042,0.43244236591515617
66,0.024985505218055093,0.18382624393751457,0.5300136941047875,0.4326202276666504
67,0.025288676166289954,0.1862386185263304,0.548385485705603,0.43287392636536576
68,0.02645620428230333,0.18762360849935306,0.5487231115063312,0.4332585263045672
69,0.026703780562074286,0.1877884070081019,0.5533525066333842,0.4333269434818937
70,0.027104093215777336,0.1899986988104475,0.5679561031383638,0.43333490814858366
71,0.027964743241361216,0.19227325250705907,0.5732878927997285,0.4345806714954558
72,0.030521338772581452,0.193702833753916,0.578065376639348,0.43690888504201736
73,0.030669679194539834,0.1941932312354604,0.5808296470833478,0.4377494679936011
74,0.03093509368888081,0.19659582310071508,0.5846865351146847,0.43826363065132434
75,0.031189570320101112,0.19773300326936774,0.5979107137845256,0.43921901434118277
76,0.0319507557135667,0.19803622532826565,0.5988080649517423,0.44059493638584685
77,0.03241775112883105,0.19843234735629992,0.603468455876587,0.4406285333438723
78,0.032817610782155074,0.19888212430495167,0.60831377845427,0.4414217990457453
79,0.03456720584792547,0.1992659466377874,0.6099644498448836,0.44195999446468925
80,0.03747731300091323,0.19933780621989394,0.6164391316410753,0.44288946252308337
81,0.037495893443393644,0.19961014923843717,0.6178075255696729,0.44378356036169253
82,0.03905213800274909,0.20261138303261236,0.6209374650593196,0.44412305736227736
83,0.039221040818407604,0.20331364716298467,0.6328551967139422,0.4452629969791855
84,0.04007464427328632,0.20453018310397958,0.6388847903462649,0.44612453490149223
85,0.04125329313191094,0.20849100869486642,0.6403020453832524,0.44645962792690974
86,0.04196034781222918,0.20910201592675887,0.6415592919204447,0.44660593276713306
87,0.04207022717285922,0.21016141445736305,0.6473536372457275,0.4472577401530044
88,0.04208284015448971,0.2157996761718495,0.6511137073939149,0.4480350669213063
89,0.0447534568282626,0.21612931296456206,0.6546646665157464,0.44820011991595626
90,0.045971456665069674,0.2173402678623572,0.6592608655162837,0.44841943383049104
91,0.04744250691610362,0.22002445161521741,0.6607634489929695,0.4484265579934644
92,0.04780500751435826,0.22389280074432494,0.6651930772289184,0.44843889052794406
93,0.04926448053088684,0.2277467468507905,0.6707180874229595,0.4487992936279878
94,0.049292383440780685,0.22939742017752085,0.6854172791113636,0.44934359204732405
95,0.04947609627735072,0.23302825944715003,0.6948742101213764,0.4494404338759996
96,0.0500214551238547,0.2365032989402952,0.7051564762670587,0.45005419144403425
97,0.0503658991849209,0.23655675017347166,0.7104817789456858,0.4503470660242648
98,0.05323483066087509,0.23718080194257996,0.7121489589545229,0.45038761936821675
99,0.05354331755622268,0.23926727057022967,0.7142345810336341,0.4505578214578255
100,0.05415587685269474,0.2412587770586601,0.7170890798568252,0.4508314699143096
101,0.054307976135149795,0.24214670441345282,0.7243171974498166,0.45159098767325945
102,0.05506754468703971,0.24221643622022693,0.7246711993493168,0.45192669972917027
103,0.05516925740538692,0.24386710222241828,0.7314821818048625,0.45240678645786864
104,0.055977363620468734,0.2443193655766387,0.7365101850947976,0.4524470150786062
105,0.05743178057164022,0.24724084395056645,0.7399972604992178,0.45265062530680894
106,0.058039869482026996,0.2506150704940091,0.7453773737415839,0.45292364410387953
107,0.058207622219492716,0.25087379733101417,0.745498349852451,0.45306140712191145
108,0.06275127995188479,0.25104955208432067,0.7652536745625957,0.45307716768161754
109,0.06285596013083189,0.251657433668637,0.7689712965037715,0.45372770090046255
110,0.06288399739949885,0.25271359220200673,0.7696359192452038,0.4537427876878427
111,0.06408466279156914,0.2532376010280765,0.7782836063155654,0.4541913501966512
112,0.06587631093409727,0.255906340961427,0.7786382092949793,0.4542873833544524
113,0.06696400664562746,0.2567581567878639,0.7794161864046851,0.454485675096652
114,0.067182079705363,0.2568594265651252,0.7825187301810725,0.455144163207306
115,0.06778398434847163,0.2570012678942592,0.784930135771515,0.4558569863629128
116,0.06779746737320969,0.25701643847064093,0.7956708282114757,0.4561660774890608
117,0.06789629098452393,0.25703203621061577,0.7970743884794507,0.4564462218220666
118,0.06802817970848385,0.25984295271403135,0.8004923555746944,0.4565222740628164
119,0.06968885275055225,0.26533148493167363,0.8015288666193593,0.45764379208161093
120,0.07107625916662819,0.2667503459353533,0.8041745775053581,0.45799527181243893
121,0.0716183171979119,0.26721052614989044,0.8126468593723346,0.45934020620961974
122,0.07167520921016826,0.2676498527775086,0.8146114861810225,0.45937585641518625
123,0.07295720834712088,0.26810048880394133,0.8247452624315305,0.4597501406992393
124,0.07334336497689498,0.26934299092033676,0.8368982969401452,0.46020751447844743
125,0.07521904917851341,0.2704213987393965,0.8428397664959336,0.46050386002280147
126,0.07826403124565556,0.2704610142859968,0.8523286411099071,0.4607597506599483
127,0.07841814062919383,0.2747514607062498,0.8529807321577476,0.46084738537876857
128,0.07933600482161984,0.2773925632089366,0.8596240614166408,0.46166199774942285
129,0.08085121719264415,0.27760964490125095,0.8675861306025365,0.4617882233864957
130,0.08186186111857738,0.27859667470448024,0.8767341532100098,0.46279958549945177
131,0.08189585998866004,0.27864900264117615,0.8952537190100022,0.46292309356502004
132,0.08303013835498149,0.27997181113341735,0.8979037279870977,0.4630354562894532
133,0.08494090085867695,0.281261175094094,0.9043703246055508,0.463590053380446
134,0.0861182958320387,0.2829431683143465,0.9065172247638486,0.46377933440344365
135,0.08764762475558008,0.28505689233245196,0.909819149080844,0.4646333900309917
136,0.09006295433344014,0.2873244278908572,0.9146238362927422,0.46481877430786467
137,0.09064717977994413,0.28851537855731924,0.9155939812754623,0.46531838620972654
138,0.09142883463566283,0.2935127771388132,0.9178489222690565,0.4663502490293932
139,0.09147990189374591,0.2942972838966845,0.9247973299538901,0.46647687078754385
140,0.0916968329931876,0.2947860312241134,0.9248096524636524,0.4668928941318546
141,0.09227347764427299,0.2954062881252691,0.9310264157986872,0.46701836575862127
142,0.09353685894097402,0.2956719587521171,0.9366712913632844,0.4675293619698745
143,0.09364480276935244,0.2964468602337319,0.9434487397118925,0.46789181018588577
144,0.0943779175556654,0.30003084679453895,0.9504138582351863,0.46939001684420256
145,0.09586533588560547,0.3003595762477396,0.951933444646107,0.46986909841527624
146,0.09681231629427262,0.30649747014078144,0.9542458428141778,0.4722755764030004
147,0.09786396573494607,0.3074523476464699,0.9578631004553801,0.47228454434741896
148,0.09829349461165848,0.30804392318191853,0.9636804437511882,0.4723495766945097
149,0.09832877644315036,0.3087235443724337,0.9702389210180022,0.4732990015688761
150,0.10085255661052189,0.30969271727566067,0.9754103945339132,0.47355096820999143
151,0.10109551239294945,0.3104235797048794,0.9776339182705351,0.4738032661346673
152,0.10128810398223269,0.31043853289770373,0.9844886556905956,0.47398601293211184
153,0.10176413469845924,0.3108133424019922,0.9856540031510901,0.47423270377000426
154,0.10193763488539545,0.312558339622372,0.9887902168083181,0.47441540905140384
155,0.1021268294814659,0.31542027184049004,0.9888226540997138,0.47483041863819686
156,0.10279538763585205,0.31706725341350506,1.00197868762509,0.47522479411697616
157,0.10342746970157154,0.3176629973175811,1.0035946199406942,0.4753835018665235
158,0.10345383502312211,0.3194666888859602,1.005329051594897,0.4758171170333286
159,0.10508794740231009,0.31992107431891237,1.0070805770041154,0.47628577866866595
160,0.10516454894949612,0.3200171578169477,1.007784655577558,0.4768272505636726
161,0.10521839797033405,0.32004838346110037,1.0078100925021451,0.47690392446926605
162,0.10594627476610952,0.3210462968808022,1.0184478964835684,0.4783583175542133
163,0.10697806617857274,0.3210939603193582,1.0267908981691871,0.4793118750653137
164,0.10820205293353946,0.32224516694300925,1.0270240246259872,0.47970400748824116
165,0.10902033453593203,0.3225380817245528,1.0311588106183929,0.4800224993479586
166,0.11272510989509155,0.3234617544265812,1.0328316556305084,0.4801709529881294
167,0.11426257058285122,0.3236650429062861,1.034135014248026,0.4805485526781989
168,0.1144550641859127,0.32466161876838934,1.0371354263137897,0.48084629110157817
169,0.11556614666292442,0.3253800930053694,1.0382415724442948,0.48091991527753086
170,0.11578597939828762,0.32592917757205603,1.053674340946315,0.4811194651290416
171,0.11759209157554956,0.3267790222869295,1.0548531749021315,0.48179650726236883
172,0.11800678017925248,0.3304933711875455,1.055526295621225,0.48186484322333717
173,0.11804430801571553,0.3308877837153357,1.056406219193487,0.4825594580185975
174,0.11918961180700188,0.33109007535808443,1.0602727942922092,0.48276861558256445
175,0.11933990232862088,0.333050598882622,1.0669307365882676,0.4832240261553906
176,0.11958055176151872,0.33522021324166257,1.0712902187041222,0.4838197285210503
177,0.11960864329034003,0.33567743054396354,1.0753773207982127,0.4838246738856985
178,0.11977667023380811,0.33728137257865465,1.0771081140207135,0.48441100709227264
179,0.12009564005332929,0.33729983624286175,1.0771240022512834,0.48505867358311605
180,0.12041096853382441,0.3407577122304929,1.0822009747197372,0.4860550478197235
181,0.12046342780603159,0.343479095612747,1.0838313493286087,0.4860591795717171
182,0.12082435070790337,0.3445680644309641,1.086850643323024,0.4864373243028787
183,0.12116278506030478,0.3446880596899875,1.0882765374790104,0.4865709655640116
184,0.12163147431164623,0.3450150462482119,1.0884509367500805,0.4866349386079982
185,0.12242846717632008,0.3456024982633739,1.0934450754034821,0.4872410994554212
186,0.12302050641413564,0.3469663253756584,1.0995072049233654,0.48776905046319663
187,0.12755557296288167,0.35303766743109316,1.102083229503933,0.48777823727436764
188,0.12842456261157587,0.3532278542047743,1.102206760262087,0.48780144249498636
189,0.1301959743036615,0.35363291915850315,1.1031160270495228,0.4879860072967376
190,0.13182843002525504,0.3550581688630711,1.1057979908569542,0.48822631686391027
191,0.13190796225560258,0.35634503808533163,1.1064227403440572,0.48828764618142817
192,0.13262726632926355,0.35663961150105755,1.1092838068991555,0.4889513459068684
193,0.13453899256902802,0.3568121237595918,1.1200127689707127,0.48915738743147613
194,0.13463432739553632,0.3574053576612752,1.1213218103737173,0.4892399392362388
195,0.1351942484564187,0.3579305366517575,1.1223334991797569,0.48962799893180553
196,0.13557129280393615,0.358594753133042,1.122389291932097,0.49005764491183756
197,0.13575867254307286,0.36020575020746465,1.126099254054324,0.49059171416222846
198,0.13598652801814134,0.3614566404400855,1.1270940675532701,0.49064176371917617
199,0.13637023060082998,0.36183855786414354,1.1281604280243256,0.49148336005159354
200,0.13715257314690302,0.36220647360695096,1.1342341557585023,0.49156044542833566
201,0.1381923258357156,0.36311768275922673,1.1361332519263465,0.49193909030512795
202,0.1383308795031706,0.36714987049497805,1.1478991515418002,0.49212659430640027
203,0.13864437802039192,0.36894015016410525,1.148421130917341,0.4922724101908254
204,0.1386558640939919,0.37024830177089807,1.1558941410780235,0.49249044314037066
205,0.1388302160383107,0.37080567950426985,1.1560999013203195,0.49250686825197304
206,0.14184953296101405,0.3721886487362334,1.157925373228058,0.49267450862230955
207,0.14409641100027593,0.3728518690593666,1.158692791298625,0.49297566015507016
208,0.1477058003275754,0.3743846665271612,1.1612210946018953,0.49313795773777036
209,0.15029968484086187,0.3747104919800085,1.163849874585782,0.4935408914658737
210,0.15063749139517502,0.378738252906584,1.1787108711989207,0.4937456367387975
211,0.15434377844753727,0.3790683290805118,1.1830624633964628,0.4938903390856417
212,0.15515119096324614,0.3802892366291023,1.1837023143634071,0.49417211053164145
213,0.15718783344446052,0.3808408056182771,1.1848860376930677,0.4942858259667332
214,0.15726307090902653,0.38116046627441824,1.1850283454993067,0.4946685609405805
215,0.16123021118199143,0.3818431097944901,1.190581235127576,0.4948406162481287
216,0.16286721569714827,0.3850947531849531,1.1927390417202595,0.4951384388843154
217,0.16440728054841502,0.3863012310531805,1.1979463003654738,0.49523841710248817
218,0.1652754340489583,0.38644019589009526,1.2005250689608151,0.49583668355473637
219,0.16605957747157896,0.38690576039004576,1.203255005795846,0.4961911426483273
220,0.16658670574340637,0.38919017975250714,1.2056109202919072,0.4963687353706574
221,0.1667137129536333,0.38937332273895653,1.2068829056272803,0.496374624793384
222,0.1683519967325255,0.3895590050967199,1.2126522078534454,0.49701610326077367
223,0.16953730993306393,0.3904536437184689,1.2144365723846782,0.4973670603054625
224,0.17043118534403154,0.39200351942651246,1.2148483561986043,0.49767855372907516
225,0.17133674683022618,0.3921261215457743,1.2151684491360553,0.4979682010573312
226,0.17199409504613883,0.3955220093449161,1.2228115479306438,0.49812397325434377
227,0.1730251502334247,0.39681821407608375,1.2280878678919878,0.49820702510570913
228,0.17325402643413768,0.3970764790539478,1.2307048361459116,0.49899108556923094
229,0.17529794905717988,0.39714021763497176,1.234077520964648,0.49918992603839674
230,0.17557502665640357,0.39792936985691324,1.2357820393545742,0.499390316524785
231,0.177422542531071,0.3989328921575193,1.2367406470840587,0.4994685980468452
232,0.17763035043512745,0.39971542052624165,1.2397336591233876,0.49997796482429635
233,0.1786465495657823,0.40194122394728904,1.2431919644548266,0.5002634914606738
234,0.17958159644743854,0.4022456206141185,1.2441696502659991,0.5005971857983333
235,0.17998598567447122,0.4035890772766649,1.2445521683185188,0.5007115830623257
236,0.18177035687495063,0.40381801026799563,1.2448853890441196,0.5008052193475238
237,0.18427257307236014,0.4040486499053725,1.2452044190096756,0.5010592907145739
238,0.1856004605553799,0.4079684823402019,1.245422395970143,0.5015324290981027
239,0.18766347046567744,0.40882086531538564,1.2501409072185257,0.5018539393501494
240,0.18886530248596947,0.41040086107257745,1.250964777934108,0.5021246760567065
241,0.18895405556917644,0.4104447367205223,1.2545451157557637,0.5034598274351758
242,0.19439802476872542,0.4131743184604137,1.257064119834483,0.5036315844442755
243,0.19482502991743228,0.4134211975854804,1.2592159661401259,0.5043239816979287
244,0.1949278168694131,0.41359204358237905,1.2674623355145709,0.5047760409912924
245,0.196113218180466,0.4141783544253383,1.269935755060802,0.5054711266281909
246,0.19860193237578017,0.4142308803732365,1.2701609796890898,0.5060673495329964
247,0.20089362728626428,0.4142514018871285,1.2718988203910553,0.506145526054123
248,0.2010813681883098,0.41468094724395765,1.2743148851891792,0.5066767919377568
249,0.20224659025550495,0.41554401262361934,1.2749874649914996,0.5069733902462197
250,0.20314685589844922,0.41561007340955336,1.2754728150960029,0.5073875861885128
251,0.2055042124100277,0.41906243156903833,1.2760331710089647,0.507585781889696
252,0.20552974935287782,0.42121619670252947,1.2771089794728092,0.5097231019905966
253,0.20657525396497234,0.4221867923228565,1.2781018825160664,0.5099313134020422
254,0.209709999779216,0.4236970638693261,1.278403317196974,0.5101186499748438
255,0.21039529048578534,0.42504846147790204,1.2784858584535053,0.5102145427295363
256,0.21064149279706001,0.42621185204368084,1.2805656542419979,0.510375113537094
257,0.212564497957781,0.42686834021714193,1.2835830168847366,0.5112533188774049
258,0.2142998719874174,0.42848937489124295,1.287718889098705,0.5112663014535885
259,0.21571251929997015,0.42855364750983205,1.2892999997361305,0.5117892452263099
260,0.21638945306534343,0.4288922340865691,1.308857000570529,0.5122166361500001
261,0.21906057186572572,0.43179764858444314,1.3097936540140722,0.5123565238926873
262,0.22191734316067555,0.4318160897631101,1.3135224561761571,0.5125935401995619
263,0.22504517866566798,0.4331458425739523,1.3148199539774599,0.5126884877332826
264,0.22555830535176585,0.4339662803128694,1.319535029853382,0.5129979819205276
265,0.22732154207467056,0.4361676105185963,1.319920669107445,0.5131657084954226
266,0.22934226366733806,0.4364451004189311,1.3202150379394912,0.5132475642102559
267,0.2302871979714593,0.43791191206787367,1.3204010504741894,0.5133696289069899
268,0.23148076215930735,0.4383724140783867,1.3250965876771756,0.5134495871643474
269,0.23431958975002043,0.43897941543308877,1.3298389764426122,0.5135911648044496
270,0.23468733175057518,0.44082470620661135,1.3326811763978321,0.5142301545546343
271,0.23695164018878806,0.44299803965844026,1.334926879555032,0.5143276246029231
272,0.24174020944675648,0.44499342864730873,1.3362867031068568,0.5144373499044592
273,0.24330146365664496,0.4458330149075052,1.340660096221323,0.5145247887240845
274,0.24354160368775501,0.4463944871655921,1.3428655042763804,0.5147331937933606
275,0.24555860824693973,0.44683548251363747,1.3447260830024719,0.5147503721630892
276,0.2455940785453486,0.4481839593581705,1.346522508475456,0.5155934529110986
277,0.24960141160882843,0.4489397873615759,1.3489706252520857,0.5165100713100367
278,0.2527261306479635,0.4494555987007255,1.3540907497803596,0.5166763563056096
279,0.25455996148622745,0.45000776471894754,1.356704714573308,0.5166985101040655
280,0.2578915856607749,0.4509623869321315,1.3650687839516955,0.5170189619599055
281,0.2581212453977002,0.4512274467417014,1.3651256337641207,0.5171085001025914
282,0.25857051150693505,0.4515740435008635,1.3659456782549815,0.5182839460342268
283,0.26069085716578416,0.45604668044486935,1.367337062039502,0.5186354485852356
284,0.2614326139874974,0.4568088293292252,1.374089435408986,0.5195111412003922
285,0.2621354437586438,0.4568758572176135,1.3744669031204213,0.5196122649293636
286,0.2708957593352485,0.4570753390601717,1.3777124934117575,0.5198757600919217
287,0.271261594165913,0.45733908305854826,1.3783955970342272,0.5202030818333885
288,0.2717364362480073,0.4577314742114684,1.3826479866671955,0.5204777071906846
289,0.27224620321085724,0.46185541225285404,1.3911469145604418,0.5209929248296776
290,0.2725857369658255,0.4619830288260026,1.3942501739403532,0.5213620308986744
291,0.27343349290657626,0.4629991755364985,1.3966900003943905,0.5213693481636242
292,0.27399199856704043,0.46429687119102286,1.3991730303368728,0.5215421135437699
293,0.27444175367567997,0.4657754175063504,1.399648865232042,0.5221179921336033
294,0.2747576172134542,0.4658758121931639,1.402019477337736,0.5221528217749363
295,0.2751198789975475,0.46601203752300546,1.4052429957422996,0.5227832730581092
296,0.2765110539365728,0.4669308322275649,1.4071673984611246,0.5227848005543784
297,0.2766370363309254,0.46768613066866055,1.4072427526284408,0.5228325478587769
298,0.2774720133759119,0.469003139758721,1.4096299513458956,0.5230398347890509
299,0.27819443047592396,0.4694135732384696,1.4145157447071903,0.5231565784692321
300,0.2787715928513702,0.47038679511068304,1.4202508901270052,0.5234191494910845
301,0.28281624693709395,0.4709353102753684,1.4239020085504346,0.523468924603586
302,0.28350348346758714,0.4715152968670866,1.4286134920754892,0.5251083012766983
303,0.28366115789478746,0.4732095075384974,1.4286819546288279,0.5257952865612907
304,0.28375648997584824,0.4734740311161462,1.4330865299483841,0.5260184737182695
305,0.28440696576917296,0.4738111401715837,1.4351492663163528,0.5270554082637124
306,0.287449809371291,0.4742124915827037,1.4392929963727572,0.5270869799610348
307,0.2884717064823835,0.4759132642210213,1.439826479517368,0.5273428317325115
308,0.28930823130290806,0.4765837286359522,1.4477109892480928,0.5273799143240679
309,0.2901823076952984,0.47760297914883265,1.4484894856336505,0.5289974252434184
310,0.29022147083165506,0.4783095638704535,1.450105732714067,0.529176601326426
311,0.29156230380086495,0.4783381320225865,1.454076451536245,0.5297751744324595
312,0.2915623790203706,0.4783469521249275,1.4570197194574364,0.5298028284876772
313,0.2984088784633717,0.4792657911525719,1.4588511354921405,0.5298042934287879
314,0.29897183333227245,0.4793430591311445,1.4600764689010728,0.5298335867718033
315,0.3006487280645832,0.4797904457986413,1.4615455055458435,0.5300191844957589
316,0.30136911519717646,0.4799590524798645,1.4633303433580194,0.5306676190398153
317,0.30581542040583404,0.481822601749739,1.4658429761785023,0.5311616179909124
318,0.3068013530629633,0.48200367331041083,1.4756949381961038,0.5313206974052945
319,0.3068552056447863,0.48207736469647,1.4776869790688485,0.5313731356710738
320,0.31119205165769437,0.4829771505615007,1.4797057901902018,0.5314292708320953
321,0.31141065762302717,0.4837091995944075,1.4870317498313086,0.5315895332595331
322,0.31302628171109137,0.48525558796368157,1.4897222917495805,0.531593715136429
323,0.31512869663405474,0.4888922069086802,1.4936553039720406,0.531768816412955
324,0.3155888266199486,0.48889358901286695,1.4980233389670954,0.5319162069240138
325,0.3170650676422597,0.4903030249611874,1.499908031068572,0.532875347334714
326,0.31922410491555553,0.4910128860190932,1.5,0.5331507827871581
